run_id,benchmark,mode,model,field,summary_value,artifact_value,delta,status
verilogeval_pass5_qwen3_coder,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,code_extraction_failure,6,6,0,match
verilogeval_pass5_qwen3_coder,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,timeout,N/A,0,,n/a
verilogeval_pass5_qwen3_coder,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,synthesis_failure,N/A,0,,n/a
verilogeval_pass5_qwen3_coder,verilogeval,pass5,qwen3-coder-30b-a3b-instruct,equiv_failure,N/A,0,,n/a
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,samples,780,780,0,match
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,passed,357,357,0,match
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,compile_failure,104,104,0,match
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,simulation_failure,318,318,0,match
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,code_extraction_failure,1,1,0,match
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,timeout,N/A,0,,n/a
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,synthesis_failure,N/A,0,,n/a
verilogeval_pass5_qwen25_coder,verilogeval,pass5,qwen25-coder-32b,equiv_failure,N/A,0,,n/a
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,samples,780,780,0,match
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,passed,376,376,0,match
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,compile_failure,111,111,0,match
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,simulation_failure,291,291,0,match
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,code_extraction_failure,2,2,0,match
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,timeout,N/A,0,,n/a
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,synthesis_failure,N/A,0,,n/a
verilogeval_pass5_deepseek_coder,verilogeval,pass5,deepseek-coder-v2-lite-instruct,equiv_failure,N/A,0,,n/a
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,samples,50,50,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,passed,30,30,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,compile_failure,14,14,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,simulation_failure,4,4,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,code_extraction_failure,1,1,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,timeout,1,1,0,match
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,synthesis_failure,N/A,0,,n/a
rtllm2_pass1_qwen36_27b,rtllm2,pass1,qwen36-27b,equiv_failure,N/A,0,,n/a
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,samples,50,50,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,passed,30,30,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,compile_failure,10,10,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,simulation_failure,8,8,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,code_extraction_failure,1,1,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,timeout,1,1,0,match
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,synthesis_failure,N/A,0,,n/a
rtllm2_pass1_qwen36_35b_a3b,rtllm2,pass1,qwen36-35b-a3b,equiv_failure,N/A,0,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,samples,50,50,0,match
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,passed,N/A,25,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,compile_failure,N/A,17,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,simulation_failure,N/A,8,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,code_extraction_failure,N/A,0,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,timeout,N/A,0,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,synthesis_failure,N/A,0,,n/a
rtllm2_pass1_qwen3_coder,rtllm2,pass1,qwen3-coder-30b-a3b-instruct,equiv_failure,N/A,0,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,samples,50,50,0,match
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,passed,N/A,27,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,compile_failure,N/A,13,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,simulation_failure,N/A,9,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,code_extraction_failure,N/A,0,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,timeout,N/A,1,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,synthesis_failure,N/A,0,,n/a
rtllm2_pass1_qwen25_coder,rtllm2,pass1,qwen25-coder-32b,equiv_failure,N/A,0,,n/a
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,samples,50,50,0,match
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,passed,26,26,0,match
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,compile_failure,11,11,0,match
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,simulation_failure,13,13,0,match
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,code_extraction_failure,N/A,0,,n/a
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,timeout,N/A,0,,n/a
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,synthesis_failure,N/A,0,,n/a
rtllm2_pass1_deepseek_coder,rtllm2,pass1,deepseek-coder-v2-lite-instruct,equiv_failure,N/A,0,,n/a
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,samples,9,9,0,match
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,passed,7,7,0,match
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,compile_failure,2,2,0,match
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,simulation_failure,N/A,0,,n/a
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,code_extraction_failure,N/A,0,,n/a
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,timeout,N/A,0,,n/a
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,synthesis_failure,N/A,0,,n/a
protocollm_lint_qwen36_27b,protocollm,lint,qwen36-27b,equiv_failure,N/A,0,,n/a
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,samples,9,9,0,match
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,passed,2,2,0,match
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,compile_failure,4,4,0,match
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,simulation_failure,N/A,0,,n/a
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,code_extraction_failure,3,3,0,match
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,timeout,N/A,0,,n/a
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,synthesis_failure,N/A,0,,n/a
protocollm_lint_qwen36_35b_a3b,protocollm,lint,qwen36-35b-a3b,equiv_failure,N/A,0,,n/a
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,samples,9,9,0,match
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,passed,7,7,0,match
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,compile_failure,2,2,0,match
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,simulation_failure,N/A,0,,n/a
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,code_extraction_failure,N/A,0,,n/a
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,timeout,N/A,0,,n/a
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,synthesis_failure,N/A,0,,n/a
protocollm_lint_qwen3_coder,protocollm,lint,qwen3-coder-30b-a3b-instruct,equiv_failure,N/A,0,,n/a
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,samples,9,9,0,match
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,passed,6,6,0,match
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,compile_failure,3,3,0,match
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,simulation_failure,N/A,0,,n/a
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,code_extraction_failure,N/A,0,,n/a
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,timeout,N/A,0,,n/a
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,synthesis_failure,N/A,0,,n/a
protocollm_lint_qwen25_coder,protocollm,lint,qwen25-coder-32b,equiv_failure,N/A,0,,n/a
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,samples,9,9,0,match
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,passed,6,6,0,match
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,compile_failure,3,3,0,match
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,simulation_failure,N/A,0,,n/a
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,code_extraction_failure,N/A,0,,n/a
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,timeout,N/A,0,,n/a
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,synthesis_failure,N/A,0,,n/a
protocollm_lint_deepseek_coder,protocollm,lint,deepseek-coder-v2-lite-instruct,equiv_failure,N/A,0,,n/a
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,samples,40,40,0,match
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,passed,37,37,0,match
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,compile_failure,3,3,0,match
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,simulation_failure,N/A,0,,n/a
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,code_extraction_failure,N/A,0,,n/a
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,timeout,N/A,0,,n/a
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,synthesis_failure,N/A,0,,n/a
rtlopt_lint_qwen36_27b,rtlopt,lint,qwen36-27b,equiv_failure,N/A,0,,n/a
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,samples,40,40,0,match
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,passed,34,34,0,match
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,compile_failure,5,5,0,match
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,simulation_failure,N/A,0,,n/a
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,code_extraction_failure,1,1,0,match
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,timeout,N/A,0,,n/a
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,synthesis_failure,N/A,0,,n/a
rtlopt_lint_qwen36_35b_a3b,rtlopt,lint,qwen36-35b-a3b,equiv_failure,N/A,0,,n/a
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,samples,40,40,0,match
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,passed,33,33,0,match
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,compile_failure,4,4,0,match
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,simulation_failure,N/A,0,,n/a
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,code_extraction_failure,3,3,0,match
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,timeout,N/A,0,,n/a
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,synthesis_failure,N/A,0,,n/a
rtlopt_lint_qwen3_coder,rtlopt,lint,qwen3-coder-30b-a3b-instruct,equiv_failure,N/A,0,,n/a
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,samples,40,40,0,match
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,passed,37,37,0,match
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,compile_failure,3,3,0,match
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,simulation_failure,N/A,0,,n/a
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,code_extraction_failure,N/A,0,,n/a
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,timeout,N/A,0,,n/a
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,synthesis_failure,N/A,0,,n/a
rtlopt_lint_qwen25_coder,rtlopt,lint,qwen25-coder-32b,equiv_failure,N/A,0,,n/a
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,samples,40,40,0,match
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,passed,37,37,0,match
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,compile_failure,2,2,0,match
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,simulation_failure,N/A,0,,n/a
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,code_extraction_failure,1,1,0,match
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,timeout,N/A,0,,n/a
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,synthesis_failure,N/A,0,,n/a
rtlopt_lint_deepseek_coder,rtlopt,lint,deepseek-coder-v2-lite-instruct,equiv_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,samples,40,40,0,match
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,passed,36,36,0,match
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,compile_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,simulation_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,code_extraction_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,timeout,N/A,0,,n/a
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,synthesis_failure,4,4,0,match
rtlopt_synthesis_qwen36_27b,rtlopt,synthesis,qwen36-27b,equiv_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,samples,40,40,0,match
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,passed,35,35,0,match
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,compile_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,simulation_failure,N/A,0,,n/a
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,code_extraction_failure,2,2,0,match
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,timeout,N/A,0,,n/a
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,synthesis_failure,3,3,0,match
rtlopt_synthesis_qwen36_35b_a3b,rtlopt,synthesis,qwen36-35b-a3b,equiv_failure,N/A,0,,n/a
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,samples,40,40,0,match
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,passed,37,37,0,match
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,compile_failure,N/A,0,,n/a
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,simulation_failure,N/A,0,,n/a
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,code_extraction_failure,1,1,0,match
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,timeout,N/A,0,,n/a
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,synthesis_failure,2,2,0,match
rtlopt_synthesis_qwen3_coder,rtlopt,synthesis,qwen3-coder-30b-a3b-instruct,equiv_failure,N/A,0,,n/a
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,samples,40,40,0,match
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,passed,36,36,0,match
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,compile_failure,N/A,0,,n/a
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,simulation_failure,N/A,0,,n/a
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,code_extraction_failure,N/A,0,,n/a
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,timeout,N/A,0,,n/a
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,synthesis_failure,4,4,0,match
rtlopt_synthesis_qwen25_coder,rtlopt,synthesis,qwen25-coder-32b,equiv_failure,N/A,0,,n/a
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,samples,40,40,0,match
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,passed,36,36,0,match
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,compile_failure,N/A,0,,n/a
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,simulation_failure,N/A,0,,n/a
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,code_extraction_failure,1,1,0,match
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,timeout,N/A,0,,n/a
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,synthesis_failure,3,3,0,match
rtlopt_synthesis_deepseek_coder,rtlopt,synthesis,deepseek-coder-v2-lite-instruct,equiv_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,samples,40,40,0,match
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,passed,25,25,0,match
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,compile_failure,N/A,0,,n/a
rtlopt_equivalence_qwen36_27b,rtlopt,equivalence,qwen36-27b,simulation_failure,N/A,0,,n/a
